vaccine,country_code,country,year,coverage
MCV1,SOM,Somalia,2072,0.95
MCV1,SOM,Somalia,2073,0.95
MCV1,SOM,Somalia,2074,0.95
MCV1,SOM,Somalia,2075,0.95
MCV1,SOM,Somalia,2076,0.95
MCV1,SOM,Somalia,2077,0.95
MCV1,SOM,Somalia,2078,0.95
MCV1,SOM,Somalia,2079,0.95
MCV1,SOM,Somalia,2080,0.95
MCV1,SOM,Somalia,2081,0.95
MCV1,SOM,Somalia,2082,0.95
MCV1,SOM,Somalia,2083,0.95
MCV1,SOM,Somalia,2084,0.95
MCV1,SOM,Somalia,2085,0.95
MCV1,SOM,Somalia,2086,0.95
MCV1,SOM,Somalia,2087,0.95
MCV1,SOM,Somalia,2088,0.95
MCV1,SOM,Somalia,2089,0.95
MCV1,SOM,Somalia,2090,0.95
MCV1,SOM,Somalia,2091,0.95
MCV1,SOM,Somalia,2092,0.95
MCV1,SOM,Somalia,2093,0.95
MCV1,SOM,Somalia,2094,0.95
MCV1,SOM,Somalia,2095,0.95
MCV1,SOM,Somalia,2096,0.95
MCV1,SOM,Somalia,2097,0.95
MCV1,SOM,Somalia,2098,0.95
MCV1,SOM,Somalia,2099,0.95
MCV1,SOM,Somalia,2100,0.95
MCV1,COD,"",1980,0.18
MCV1,COD,"",1981,0.23
MCV1,COD,"",1982,0.25
MCV1,COD,"",1983,0.3
MCV1,COD,"",1984,0.3
MCV1,COD,"",1985,0.4
MCV1,COD,"",1986,0.39
MCV1,COD,"",1987,0.41
MCV1,COD,"",1988,0.44
MCV1,COD,"",1989,0.41
MCV1,COD,"",1990,0.38
MCV1,COD,"",1991,0.17
MCV1,COD,"",1992,0.25
MCV1,COD,"",1993,0.33
MCV1,COD,"",1994,0.39
MCV1,COD,"",1995,0.27
MCV1,COD,"",1996,0.21
MCV1,COD,"",1997,0.2
MCV1,COD,"",1998,0.2
MCV1,COD,"",1999,0.15
MCV1,COD,"",2000,0.46
MCV1,COD,"",2001,0.35
MCV1,COD,"",2002,0.42
MCV1,COD,"",2003,0.49
MCV1,COD,"",2004,0.57
MCV1,COD,"",2005,0.61
MCV1,COD,"",2006,0.63
MCV1,COD,"",2007,0.68
MCV1,COD,"",2008,0.64
MCV1,COD,"",2009,0.72
MCV1,COD,"",2010,0.74
MCV1,COD,"",2011,0.74
MCV1,COD,"",2012,0.72
MCV1,COD,"",2013,0.71
MCV1,COD,"",2014,0.67
MCV1,COD,"",2015,0.64
MCV1,COD,"",2016,0.57
MCV1,COD,"",2017,0.57
MCV1,COD,"",2018,0.57
MCV1,COD,"",2019,0.57
MCV1,COD,"",2020,0.57
MCV1,COD,"",2021,0.58
MCV1,COD,"",2022,0.58
MCV1,COD,"",2023,0.59
MCV1,COD,"",2024,0.6
MCV1,COD,"",2025,0.61
MCV1,COD,"",2026,0.62
MCV1,COD,"",2027,0.63
MCV1,COD,"",2028,0.64
MCV1,COD,"",2029,0.65
MCV1,COD,"",2030,0.66
MCV1,COD,"",2031,0.67
MCV1,COD,"",2032,0.68
MCV1,COD,"",2033,0.69
MCV1,COD,"",2034,0.7
MCV1,COD,"",2035,0.71
MCV1,COD,"",2036,0.72
MCV1,COD,"",2037,0.73
MCV1,COD,"",2038,0.74
MCV1,COD,"",2039,0.75
MCV1,COD,"",2040,0.76
MCV1,COD,"",2041,0.77
MCV1,COD,"",2042,0.78
MCV1,COD,"",2043,0.79
MCV1,COD,"",2044,0.8
MCV1,COD,"",2045,0.81
MCV1,COD,"",2046,0.82
MCV1,COD,"",2047,0.83
MCV1,COD,"",2048,0.84
MCV1,COD,"",2049,0.85
MCV1,COD,"",2050,0.86
MCV1,COD,"",2051,0.87
MCV1,COD,"",2052,0.88
MCV1,COD,"",2053,0.89
MCV1,COD,"",2054,0.9
MCV1,COD,"",2055,0.91
MCV1,COD,"",2056,0.92
MCV1,COD,"",2057,0.93
MCV1,COD,"",2058,0.94
MCV1,COD,"",2059,0.95
MCV1,COD,"",2060,0.95
MCV1,COD,"",2061,0.95
MCV1,COD,"",2062,0.95
MCV1,COD,"",2063,0.95
MCV1,COD,"",2064,0.95
MCV1,COD,"",2065,0.95
MCV1,COD,"",2066,0.95
MCV1,COD,"",2067,0.95
MCV1,COD,"",2068,0.95
MCV1,COD,"",2069,0.95
MCV1,COD,"",2070,0.95
MCV1,COD,"",2071,0.95
MCV1,COD,"",2072,0.95
MCV1,COD,"",2073,0.95
MCV1,COD,"",2074,0.95
MCV1,COD,"",2075,0.95
MCV1,COD,"",2076,0.95
MCV1,COD,"",2077,0.95
MCV1,COD,"",2078,0.95
MCV1,COD,"",2079,0.95
MCV1,COD,"",2080,0.95
MCV1,COD,"",2081,0.95
MCV1,COD,"",2082,0.95
MCV1,COD,"",2083,0.95
MCV1,COD,"",2084,0.95
MCV1,COD,"",2085,0.95
MCV1,COD,"",2086,0.95
MCV1,COD,"",2087,0.95
MCV1,COD,"",2088,0.95
MCV1,COD,"",2089,0.95
MCV1,COD,"",2090,0.95
MCV1,COD,"",2091,0.95
MCV1,COD,"",2092,0.95
MCV1,COD,"",2093,0.95
MCV1,COD,"",2094,0.95
MCV1,COD,"",2095,0.95
MCV1,COD,"",2096,0.95
MCV1,COD,"",2097,0.95
MCV1,COD,"",2098,0.95
MCV1,COD,"",2099,0.95
MCV1,COD,"",2100,0.95
MCV2,IND,India,1980,0
MCV2,IND,India,1981,0
MCV2,IND,India,1982,0
MCV2,IND,India,1983,0
MCV2,IND,India,1984,0
MCV2,IND,India,1985,0
MCV2,IND,India,1986,0
MCV2,IND,India,1987,0
MCV2,IND,India,1988,0
MCV2,IND,India,1989,0
MCV2,IND,India,1990,0
MCV2,IND,India,1991,0
MCV2,IND,India,1992,0
MCV2,IND,India,1993,0
MCV2,IND,India,1994,0
MCV2,IND,India,1995,0
MCV2,IND,India,1996,0
MCV2,IND,India,1997,0
MCV2,IND,India,1998,0
MCV2,IND,India,1999,0
MCV2,IND,India,2000,0
MCV2,IND,India,2001,0
MCV2,IND,India,2002,0
MCV2,IND,India,2003,0
MCV2,IND,India,2004,0
MCV2,IND,India,2005,0
MCV2,IND,India,2006,0
MCV2,IND,India,2007,0
MCV2,IND,India,2008,0
MCV2,IND,India,2009,0
MCV2,IND,India,2010,0
MCV2,IND,India,2011,0.27
MCV2,IND,India,2012,0.36
MCV2,IND,India,2013,0.51
MCV2,IND,India,2014,0.6
MCV2,IND,India,2015,0.69
MCV2,IND,India,2016,0.76
MCV2,IND,India,2017,0.8
MCV2,IND,India,2018,0.82
MCV2,IND,India,2019,0.84
MCV2,IND,India,2020,0.81
MCV2,IND,India,2021,0.85
MCV2,IND,India,2022,0.85
MCV2,IND,India,2023,0.86
MCV2,IND,India,2024,0.87
MCV2,IND,India,2025,0.88
MCV2,IND,India,2026,0.89
MCV2,IND,India,2027,0.9
MCV2,IND,India,2028,0.91
MCV2,IND,India,2029,0.92
MCV2,IND,India,2030,0.93
MCV2,IND,India,2031,0.94
MCV2,IND,India,2032,0.95
MCV2,IND,India,2033,0.95
MCV2,IND,India,2034,0.95
MCV2,IND,India,2035,0.95
MCV2,IND,India,2036,0.95
MCV2,IND,India,2037,0.95
MCV2,IND,India,2038,0.95
MCV2,IND,India,2039,0.95
MCV2,IND,India,2040,0.95
MCV2,IND,India,2041,0.95
MCV2,IND,India,2042,0.95
MCV2,IND,India,2043,0.95
MCV2,IND,India,2044,0.95
MCV2,IND,India,2045,0.95
MCV2,IND,India,2046,0.95
MCV2,IND,India,2047,0.95
MCV2,IND,India,2048,0.95
MCV2,IND,India,2049,0.95
MCV2,IND,India,2050,0.95
MCV2,IND,India,2051,0.95
MCV2,IND,India,2052,0.95
MCV2,IND,India,2053,0.95
MCV2,IND,India,2054,0.95
MCV2,IND,India,2055,0.95
MCV2,IND,India,2056,0.95
MCV2,IND,India,2057,0.95
MCV2,IND,India,2058,0.95
MCV2,IND,India,2059,0.95
MCV2,IND,India,2060,0.95
MCV2,IND,India,2061,0.95
MCV2,IND,India,2062,0.95
MCV2,IND,India,2063,0.95
MCV2,IND,India,2064,0.95
MCV2,IND,India,2065,0.95
MCV2,IND,India,2066,0.95
MCV2,IND,India,2067,0.95
MCV2,IND,India,2068,0.95
MCV2,IND,India,2069,0.95
MCV2,IND,India,2070,0.95
MCV2,IND,India,2071,0.95
MCV2,IND,India,2072,0.95
MCV2,IND,India,2073,0.95
MCV2,IND,India,2074,0.95
MCV2,IND,India,2075,0.95
MCV2,IND,India,2076,0.95
MCV2,IND,India,2077,0.95
MCV2,IND,India,2078,0.95
MCV2,IND,India,2079,0.95
MCV2,IND,India,2080,0.95
MCV2,IND,India,2081,0.95
MCV2,IND,India,2082,0.95
MCV2,IND,India,2083,0.95
MCV2,IND,India,2084,0.95
MCV2,IND,India,2085,0.95
MCV2,IND,India,2086,0.95
MCV2,IND,India,2087,0.95
MCV2,IND,India,2088,0.95
MCV2,IND,India,2089,0.95
MCV2,IND,India,2090,0.95
MCV2,IND,India,2091,0.95
MCV2,IND,India,2092,0.95
MCV2,IND,India,2093,0.95
MCV2,IND,India,2094,0.95
MCV2,IND,India,2095,0.95
MCV2,IND,India,2096,0.95
MCV2,IND,India,2097,0.95
MCV2,IND,India,2098,0.95
MCV2,IND,India,2099,0.95
MCV2,IND,India,2100,0.95
MCV2,NGA,Nigeria,1980,0
MCV2,NGA,Nigeria,1981,0
MCV2,NGA,Nigeria,1982,0
MCV2,NGA,Nigeria,1983,0
MCV2,NGA,Nigeria,1984,0
MCV2,NGA,Nigeria,1985,0
MCV2,NGA,Nigeria,1986,0
MCV2,NGA,Nigeria,1987,0
MCV2,NGA,Nigeria,1988,0
MCV2,NGA,Nigeria,1989,0
MCV2,NGA,Nigeria,1990,0
MCV2,NGA,Nigeria,1991,0
MCV2,NGA,Nigeria,1992,0
MCV2,NGA,Nigeria,1993,0
MCV2,NGA,Nigeria,1994,0
MCV2,NGA,Nigeria,1995,0
MCV2,NGA,Nigeria,1996,0
MCV2,NGA,Nigeria,1997,0
MCV2,NGA,Nigeria,1998,0
MCV2,NGA,Nigeria,1999,0
MCV2,NGA,Nigeria,2000,0
MCV2,NGA,Nigeria,2001,0
MCV2,NGA,Nigeria,2002,0
MCV2,NGA,Nigeria,2003,0
MCV2,NGA,Nigeria,2004,0
MCV2,NGA,Nigeria,2005,0
MCV2,NGA,Nigeria,2006,0
MCV2,NGA,Nigeria,2007,0
MCV2,NGA,Nigeria,2008,0
MCV2,NGA,Nigeria,2009,0
MCV2,NGA,Nigeria,2010,0
MCV2,NGA,Nigeria,2011,0
MCV2,NGA,Nigeria,2012,0
MCV2,NGA,Nigeria,2013,0
MCV2,NGA,Nigeria,2014,0
MCV2,NGA,Nigeria,2015,0
MCV2,NGA,Nigeria,2016,0
MCV2,NGA,Nigeria,2017,0
MCV2,NGA,Nigeria,2018,0
MCV2,NGA,Nigeria,2019,0.09
MCV2,NGA,Nigeria,2020,0.12
MCV2,NGA,Nigeria,2021,0.12
MCV2,NGA,Nigeria,2022,0.12
MCV2,NGA,Nigeria,2023,0.13
MCV2,NGA,Nigeria,2024,0.14
MCV2,NGA,Nigeria,2025,0.15
MCV2,NGA,Nigeria,2026,0.16
MCV2,NGA,Nigeria,2027,0.17
MCV2,NGA,Nigeria,2028,0.18
MCV2,NGA,Nigeria,2029,0.19
MCV2,NGA,Nigeria,2030,0.2
MCV2,NGA,Nigeria,2031,0.21
MCV2,NGA,Nigeria,2032,0.22
MCV2,NGA,Nigeria,2033,0.23
MCV2,NGA,Nigeria,2034,0.24
MCV2,NGA,Nigeria,2035,0.25
MCV2,NGA,Nigeria,2036,0.26
MCV2,NGA,Nigeria,2037,0.27
MCV2,NGA,Nigeria,2038,0.28
MCV2,NGA,Nigeria,2039,0.29
MCV2,NGA,Nigeria,2040,0.3
MCV2,NGA,Nigeria,2041,0.31
MCV2,NGA,Nigeria,2042,0.32
MCV2,NGA,Nigeria,2043,0.33
MCV2,NGA,Nigeria,2044,0.34
MCV2,NGA,Nigeria,2045,0.35
MCV2,NGA,Nigeria,2046,0.36
MCV2,NGA,Nigeria,2047,0.37
MCV2,NGA,Nigeria,2048,0.38
MCV2,NGA,Nigeria,2049,0.39
MCV2,NGA,Nigeria,2050,0.4
MCV2,NGA,Nigeria,2051,0.41
MCV2,NGA,Nigeria,2052,0.42
MCV2,NGA,Nigeria,2053,0.43
MCV2,NGA,Nigeria,2054,0.44
MCV2,NGA,Nigeria,2055,0.45
MCV2,NGA,Nigeria,2056,0.46
MCV2,NGA,Nigeria,2057,0.47
MCV2,NGA,Nigeria,2058,0.48
MCV2,NGA,Nigeria,2059,0.49
MCV2,NGA,Nigeria,2060,0.5
MCV2,NGA,Nigeria,2061,0.51
MCV2,NGA,Nigeria,2062,0.52
MCV2,NGA,Nigeria,2063,0.53
MCV2,NGA,Nigeria,2064,0.54
MCV2,NGA,Nigeria,2065,0.55
MCV2,NGA,Nigeria,2066,0.56
MCV2,NGA,Nigeria,2067,0.57
MCV2,NGA,Nigeria,2068,0.58
MCV2,NGA,Nigeria,2069,0.59
MCV2,NGA,Nigeria,2070,0.6
MCV2,NGA,Nigeria,2071,0.61
MCV2,NGA,Nigeria,2072,0.62
MCV2,NGA,Nigeria,2073,0.63
MCV2,NGA,Nigeria,2074,0.64
MCV2,NGA,Nigeria,2075,0.65
MCV2,NGA,Nigeria,2076,0.66
MCV2,NGA,Nigeria,2077,0.67
MCV2,NGA,Nigeria,2078,0.68
MCV2,NGA,Nigeria,2079,0.69
MCV2,NGA,Nigeria,2080,0.7
MCV2,NGA,Nigeria,2081,0.71
MCV2,NGA,Nigeria,2082,0.72
MCV2,NGA,Nigeria,2083,0.73
MCV2,NGA,Nigeria,2084,0.74
MCV2,NGA,Nigeria,2085,0.75
MCV2,NGA,Nigeria,2086,0.76
MCV2,NGA,Nigeria,2087,0.77
MCV2,NGA,Nigeria,2088,0.78
MCV2,NGA,Nigeria,2089,0.79
MCV2,NGA,Nigeria,2090,0.8
MCV2,NGA,Nigeria,2091,0.81
MCV2,NGA,Nigeria,2092,0.82
MCV2,NGA,Nigeria,2093,0.83
MCV2,NGA,Nigeria,2094,0.84
MCV2,NGA,Nigeria,2095,0.85
MCV2,NGA,Nigeria,2096,0.86
MCV2,NGA,Nigeria,2097,0.87
MCV2,NGA,Nigeria,2098,0.88
MCV2,NGA,Nigeria,2099,0.89
MCV2,NGA,Nigeria,2100,0.9
MCV2,PAK,Pakistan,1980,0
MCV2,PAK,Pakistan,1981,0
MCV2,PAK,Pakistan,1982,0
MCV2,PAK,Pakistan,1983,0
MCV2,PAK,Pakistan,1984,0
MCV2,PAK,Pakistan,1985,0
MCV2,PAK,Pakistan,1986,0
MCV2,PAK,Pakistan,1987,0
MCV2,PAK,Pakistan,1988,0
MCV2,PAK,Pakistan,1989,0
MCV2,PAK,Pakistan,1990,0
MCV2,PAK,Pakistan,1991,0
MCV2,PAK,Pakistan,1992,0
MCV2,PAK,Pakistan,1993,0
MCV2,PAK,Pakistan,1994,0
MCV2,PAK,Pakistan,1995,0
MCV2,PAK,Pakistan,1996,0
MCV2,PAK,Pakistan,1997,0
MCV2,PAK,Pakistan,1998,0
MCV2,PAK,Pakistan,1999,0
MCV2,PAK,Pakistan,2000,0
MCV2,PAK,Pakistan,2001,0
MCV2,PAK,Pakistan,2002,0
MCV2,PAK,Pakistan,2003,0
MCV2,PAK,Pakistan,2004,0
MCV2,PAK,Pakistan,2005,0
MCV2,PAK,Pakistan,2006,0
MCV2,PAK,Pakistan,2007,0
MCV2,PAK,Pakistan,2008,0
MCV2,PAK,Pakistan,2009,0.3
MCV2,PAK,Pakistan,2010,0.34
MCV2,PAK,Pakistan,2011,0.38
MCV2,PAK,Pakistan,2012,0.42
MCV2,PAK,Pakistan,2013,0.43
MCV2,PAK,Pakistan,2014,0.48
MCV2,PAK,Pakistan,2015,0.54
MCV2,PAK,Pakistan,2016,0.67
MCV2,PAK,Pakistan,2017,0.67
MCV2,PAK,Pakistan,2018,0.67
MCV2,PAK,Pakistan,2019,0.71
MCV2,PAK,Pakistan,2020,0.74
MCV2,PAK,Pakistan,2021,0.74
MCV2,PAK,Pakistan,2022,0.74
MCV2,PAK,Pakistan,2023,0.75
MCV2,PAK,Pakistan,2024,0.76
MCV2,PAK,Pakistan,2025,0.77
MCV2,PAK,Pakistan,2026,0.78
MCV2,PAK,Pakistan,2027,0.79
MCV2,PAK,Pakistan,2028,0.8
MCV2,PAK,Pakistan,2029,0.81
MCV2,PAK,Pakistan,2030,0.82
MCV2,PAK,Pakistan,2031,0.83
MCV2,PAK,Pakistan,2032,0.84
MCV2,PAK,Pakistan,2033,0.85
MCV2,PAK,Pakistan,2034,0.86
MCV2,PAK,Pakistan,2035,0.87
MCV2,PAK,Pakistan,2036,0.88
MCV2,PAK,Pakistan,2037,0.89
MCV2,PAK,Pakistan,2038,0.9
MCV2,PAK,Pakistan,2039,0.91
MCV2,PAK,Pakistan,2040,0.92
MCV2,PAK,Pakistan,2041,0.93
MCV2,PAK,Pakistan,2042,0.94
MCV2,PAK,Pakistan,2043,0.95
MCV2,PAK,Pakistan,2044,0.95
MCV2,PAK,Pakistan,2045,0.95
MCV2,PAK,Pakistan,2046,0.95
MCV2,PAK,Pakistan,2047,0.95
MCV2,PAK,Pakistan,2048,0.95
MCV2,PAK,Pakistan,2049,0.95
MCV2,PAK,Pakistan,2050,0.95
MCV2,PAK,Pakistan,2051,0.95
MCV2,PAK,Pakistan,2052,0.95
MCV2,PAK,Pakistan,2053,0.95
MCV2,PAK,Pakistan,2054,0.95
MCV2,PAK,Pakistan,2055,0.95
MCV2,PAK,Pakistan,2056,0.95
MCV2,PAK,Pakistan,2057,0.95
MCV2,PAK,Pakistan,2058,0.95
MCV2,PAK,Pakistan,2059,0.95
MCV2,PAK,Pakistan,2060,0.95
MCV2,PAK,Pakistan,2061,0.95
MCV2,PAK,Pakistan,2062,0.95
MCV2,PAK,Pakistan,2063,0.95
MCV2,PAK,Pakistan,2064,0.95
MCV2,PAK,Pakistan,2065,0.95
MCV2,PAK,Pakistan,2066,0.95
MCV2,PAK,Pakistan,2067,0.95
MCV2,PAK,Pakistan,2068,0.95
MCV2,PAK,Pakistan,2069,0.95
MCV2,PAK,Pakistan,2070,0.95
MCV2,PAK,Pakistan,2071,0.95
MCV2,PAK,Pakistan,2072,0.95
MCV2,PAK,Pakistan,2073,0.95
MCV2,PAK,Pakistan,2074,0.95
MCV2,PAK,Pakistan,2075,0.95
MCV2,PAK,Pakistan,2076,0.95
MCV2,PAK,Pakistan,2077,0.95
MCV2,PAK,Pakistan,2078,0.95
MCV2,PAK,Pakistan,2079,0.95
MCV2,PAK,Pakistan,2080,0.95
MCV2,PAK,Pakistan,2081,0.95
MCV2,PAK,Pakistan,2082,0.95
MCV2,PAK,Pakistan,2083,0.95
MCV2,PAK,Pakistan,2084,0.95
MCV2,PAK,Pakistan,2085,0.95
MCV2,PAK,Pakistan,2086,0.95
MCV2,PAK,Pakistan,2087,0.95
MCV2,PAK,Pakistan,2088,0.95
MCV2,PAK,Pakistan,2089,0.95
MCV2,PAK,Pakistan,2090,0.95
MCV2,PAK,Pakistan,2091,0.95
MCV2,PAK,Pakistan,2092,0.95
MCV2,PAK,Pakistan,2093,0.95
MCV2,PAK,Pakistan,2094,0.95
MCV2,PAK,Pakistan,2095,0.95
MCV2,PAK,Pakistan,2096,0.95
MCV2,PAK,Pakistan,2097,0.95
MCV2,PAK,Pakistan,2098,0.95
MCV2,PAK,Pakistan,2099,0.95
MCV2,PAK,Pakistan,2100,0.95
MCV2,ETH,Ethiopia,1980,0
MCV2,ETH,Ethiopia,1981,0
MCV2,ETH,Ethiopia,1982,0
MCV2,ETH,Ethiopia,1983,0
MCV2,ETH,Ethiopia,1984,0
MCV2,ETH,Ethiopia,1985,0
MCV2,ETH,Ethiopia,1986,0
MCV2,ETH,Ethiopia,1987,0
MCV2,ETH,Ethiopia,1988,0
MCV2,ETH,Ethiopia,1989,0
MCV2,ETH,Ethiopia,1990,0
MCV2,ETH,Ethiopia,1991,0
MCV2,ETH,Ethiopia,1992,0
MCV2,ETH,Ethiopia,1993,0
MCV2,ETH,Ethiopia,1994,0
MCV2,ETH,Ethiopia,1995,0
MCV2,ETH,Ethiopia,1996,0
MCV2,ETH,Ethiopia,1997,0
MCV2,ETH,Ethiopia,1998,0
MCV2,ETH,Ethiopia,1999,0
MCV2,ETH,Ethiopia,2000,0
MCV2,ETH,Ethiopia,2001,0
MCV2,ETH,Ethiopia,2002,0
MCV2,ETH,Ethiopia,2003,0
MCV2,ETH,Ethiopia,2004,0
MCV2,ETH,Ethiopia,2005,0
MCV2,ETH,Ethiopia,2006,0
MCV2,ETH,Ethiopia,2007,0
MCV2,ETH,Ethiopia,2008,0
MCV2,ETH,Ethiopia,2009,0
MCV2,ETH,Ethiopia,2010,0
MCV2,ETH,Ethiopia,2011,0
MCV2,ETH,Ethiopia,2012,0
MCV2,ETH,Ethiopia,2013,0
MCV2,ETH,Ethiopia,2014,0
MCV2,ETH,Ethiopia,2015,0
MCV2,ETH,Ethiopia,2016,0
MCV2,ETH,Ethiopia,2017,0
MCV2,ETH,Ethiopia,2018,0
MCV2,ETH,Ethiopia,2019,0.41
MCV2,ETH,Ethiopia,2020,0.46
MCV2,ETH,Ethiopia,2021,0.46
MCV2,ETH,Ethiopia,2022,0.46
MCV2,ETH,Ethiopia,2023,0.47
MCV2,ETH,Ethiopia,2024,0.48
MCV2,ETH,Ethiopia,2025,0.49
MCV2,ETH,Ethiopia,2026,0.5
MCV2,ETH,Ethiopia,2027,0.51
MCV2,ETH,Ethiopia,2028,0.52
MCV2,ETH,Ethiopia,2029,0.53
MCV2,ETH,Ethiopia,2030,0.54
MCV2,ETH,Ethiopia,2031,0.55
MCV2,ETH,Ethiopia,2032,0.56
MCV2,ETH,Ethiopia,2033,0.57
MCV2,ETH,Ethiopia,2034,0.58
MCV2,ETH,Ethiopia,2035,0.59
MCV2,ETH,Ethiopia,2036,0.6
MCV2,ETH,Ethiopia,2037,0.61
MCV2,ETH,Ethiopia,2038,0.62
MCV2,ETH,Ethiopia,2039,0.63
MCV2,ETH,Ethiopia,2040,0.64
MCV2,ETH,Ethiopia,2041,0.65
MCV2,ETH,Ethiopia,2042,0.66
MCV2,ETH,Ethiopia,2043,0.67
MCV2,ETH,Ethiopia,2044,0.68
MCV2,ETH,Ethiopia,2045,0.69
MCV2,ETH,Ethiopia,2046,0.7
MCV2,ETH,Ethiopia,2047,0.71
MCV2,ETH,Ethiopia,2048,0.72
MCV2,ETH,Ethiopia,2049,0.73
MCV2,ETH,Ethiopia,2050,0.74
MCV2,ETH,Ethiopia,2051,0.75
MCV2,ETH,Ethiopia,2052,0.76
MCV2,ETH,Ethiopia,2053,0.77
MCV2,ETH,Ethiopia,2054,0.78
MCV2,ETH,Ethiopia,2055,0.79
MCV2,ETH,Ethiopia,2056,0.8
MCV2,ETH,Ethiopia,2057,0.81
MCV2,ETH,Ethiopia,2058,0.82
MCV2,ETH,Ethiopia,2059,0.83
MCV2,ETH,Ethiopia,2060,0.84
MCV2,ETH,Ethiopia,2061,0.85
MCV2,ETH,Ethiopia,2062,0.86
MCV2,ETH,Ethiopia,2063,0.87
MCV2,ETH,Ethiopia,2064,0.88
MCV2,ETH,Ethiopia,2065,0.89
MCV2,ETH,Ethiopia,2066,0.9
MCV2,ETH,Ethiopia,2067,0.91
MCV2,ETH,Ethiopia,2068,0.92
MCV2,ETH,Ethiopia,2069,0.93
MCV2,ETH,Ethiopia,2070,0.94
MCV2,ETH,Ethiopia,2071,0.95
MCV2,ETH,Ethiopia,2072,0.95
MCV2,ETH,Ethiopia,2073,0.95
MCV2,ETH,Ethiopia,2074,0.95
MCV2,ETH,Ethiopia,2075,0.95
MCV2,ETH,Ethiopia,2076,0.95
MCV2,ETH,Ethiopia,2077,0.95
MCV2,ETH,Ethiopia,2078,0.95
MCV2,ETH,Ethiopia,2079,0.95
MCV2,ETH,Ethiopia,2080,0.95
MCV2,ETH,Ethiopia,2081,0.95
MCV2,ETH,Ethiopia,2082,0.95
MCV2,ETH,Ethiopia,2083,0.95
MCV2,ETH,Ethiopia,2084,0.95
MCV2,ETH,Ethiopia,2085,0.95
MCV2,ETH,Ethiopia,2086,0.95
MCV2,ETH,Ethiopia,2087,0.95
MCV2,ETH,Ethiopia,2088,0.95
MCV2,ETH,Ethiopia,2089,0.95
MCV2,ETH,Ethiopia,2090,0.95
MCV2,ETH,Ethiopia,2091,0.95
MCV2,ETH,Ethiopia,2092,0.95
MCV2,ETH,Ethiopia,2093,0.95
MCV2,ETH,Ethiopia,2094,0.95
MCV2,ETH,Ethiopia,2095,0.95
MCV2,ETH,Ethiopia,2096,0.95
MCV2,ETH,Ethiopia,2097,0.95
MCV2,ETH,Ethiopia,2098,0.95
MCV2,ETH,Ethiopia,2099,0.95
MCV2,ETH,Ethiopia,2100,0.95
MCV2,AFG,Afghanistan,1980,0
MCV2,AFG,Afghanistan,1981,0
MCV2,AFG,Afghanistan,1982,0
MCV2,AFG,Afghanistan,1983,0
MCV2,AFG,Afghanistan,1984,0
MCV2,AFG,Afghanistan,1985,0
MCV2,AFG,Afghanistan,1986,0
MCV2,AFG,Afghanistan,1987,0
MCV2,AFG,Afghanistan,1988,0
MCV2,AFG,Afghanistan,1989,0
MCV2,AFG,Afghanistan,1990,0
MCV2,AFG,Afghanistan,1991,0
MCV2,AFG,Afghanistan,1992,0
MCV2,AFG,Afghanistan,1993,0
MCV2,AFG,Afghanistan,1994,0
MCV2,AFG,Afghanistan,1995,0
MCV2,AFG,Afghanistan,1996,0
MCV2,AFG,Afghanistan,1997,0
MCV2,AFG,Afghanistan,1998,0
MCV2,AFG,Afghanistan,1999,0
MCV2,AFG,Afghanistan,2000,0
MCV2,AFG,Afghanistan,2001,0
MCV2,AFG,Afghanistan,2002,0
MCV2,AFG,Afghanistan,2003,0
MCV2,AFG,Afghanistan,2004,0.02
MCV2,AFG,Afghanistan,2005,0.09
MCV2,AFG,Afghanistan,2006,0.18
MCV2,AFG,Afghanistan,2007,0.04
MCV2,AFG,Afghanistan,2008,0.23
MCV2,AFG,Afghanistan,2009,0.24
MCV2,AFG,Afghanistan,2010,0.29
MCV2,AFG,Afghanistan,2011,0.31
MCV2,AFG,Afghanistan,2012,0.33
MCV2,AFG,Afghanistan,2013,0.38
MCV2,AFG,Afghanistan,2014,0.44
MCV2,AFG,Afghanistan,2015,0.42
MCV2,AFG,Afghanistan,2016,0.4
MCV2,AFG,Afghanistan,2017,0.4
MCV2,AFG,Afghanistan,2018,0.49
MCV2,AFG,Afghanistan,2019,0.41
MCV2,AFG,Afghanistan,2020,0.43
MCV2,AFG,Afghanistan,2021,0.43
MCV2,AFG,Afghanistan,2022,0.43
MCV2,AFG,Afghanistan,2023,0.44
MCV2,AFG,Afghanistan,2024,0.45
MCV2,AFG,Afghanistan,2025,0.46
MCV2,AFG,Afghanistan,2026,0.47
MCV2,AFG,Afghanistan,2027,0.48
MCV2,AFG,Afghanistan,2028,0.49
MCV2,AFG,Afghanistan,2029,0.5
MCV2,AFG,Afghanistan,2030,0.51
MCV2,AFG,Afghanistan,2031,0.52
MCV2,AFG,Afghanistan,2032,0.53
MCV2,AFG,Afghanistan,2033,0.54
MCV2,AFG,Afghanistan,2034,0.55
MCV2,AFG,Afghanistan,2035,0.56
MCV2,AFG,Afghanistan,2036,0.57
MCV2,AFG,Afghanistan,2037,0.58
MCV2,AFG,Afghanistan,2038,0.59
MCV2,AFG,Afghanistan,2039,0.6
MCV2,AFG,Afghanistan,2040,0.61
MCV2,AFG,Afghanistan,2041,0.62
MCV2,AFG,Afghanistan,2042,0.63
MCV2,AFG,Afghanistan,2043,0.64
