country_code,age,timeliness,prop_final_cov
CHN,46,0.857142857,
CHN,47,0.879120879,
CHN,48,0.901098901,
CHN,49,0.912087912,
CHN,50,0.923076923,
CHN,51,0.945054945,
CHN,52,0.945054945,
CHN,56,0.967032967,
CHN,61,0.967032967,
CHN,65,0.967032967,
CHN,69,0.978021978,
CHN,74,0.978021978,
CHN,78,0.978021978,
CHN,82,0.978021978,
CHN,87,0.978021978,
CHN,91,0.989010989,
CHN,95,0.989010989,
CHN,100,0.989010989,
CHN,104,1,
CHN,108,1,
CHN,113,1,
CHN,117,1,
CHN,121,1,
CHN,126,1,
CHN,130,1,
CHN,134,1,
CHN,139,1,
CHN,143,1,
CHN,147,1,
CHN,152,1,
CIV,,,0.75
CIV,0,0,
CIV,1,0.000129167,
CIV,2,0.000129167,
CIV,3,0.000129167,
CIV,4,0.000129167,
CIV,5,0.000129167,
CIV,6,0.000129167,
CIV,7,0.000129167,
CIV,8,0.000875,
CIV,9,0.001805556,
CIV,10,0.001805556,
CIV,11,0.002916667,
CIV,12,0.003472222,
CIV,13,0.003472222,
CIV,14,0.003611111,
CIV,15,0.003611111,
CIV,16,0.003611111,
CIV,17,0.005416667,
CIV,18,0.006527778,
CIV,19,0.006527778,
CIV,20,0.006527778,
CIV,21,0.006527778,
CIV,22,0.009444444,
CIV,23,0.012777778,
CIV,24,0.013888889,
CIV,25,0.015277778,
CIV,26,0.016666667,
CIV,27,0.016666667,
CIV,28,0.019444444,
CIV,29,0.023611111,
CIV,30,0.025,
CIV,31,0.038888889,
CIV,32,0.043055556,
CIV,33,0.045833333,
CIV,34,0.047222222,
CIV,35,0.055555556,
CIV,36,0.070833333,
CIV,37,0.090277778,
CIV,38,0.131944444,
CIV,39,0.166666667,
CIV,40,0.291666667,
CIV,41,0.388888889,
CIV,42,0.458333333,
CIV,43,0.513888889,
CIV,44,0.569444444,
CIV,45,0.597222222,
CIV,46,0.611111111,
CIV,47,0.638888889,
CIV,48,0.680555556,
CIV,49,0.694444444,
CIV,50,0.708333333,
CIV,51,0.736111111,
CIV,52,0.75,
CIV,56,0.805555556,
CIV,61,0.833333333,
CIV,65,0.847222222,
CIV,69,0.861111111,
CIV,74,0.875,
CIV,78,0.888888889,
CIV,82,0.916666667,
CIV,87,0.916666667,
CIV,91,0.944444444,
CIV,95,0.944444444,
CIV,100,0.944444444,
CIV,104,0.944444444,
CIV,108,0.958333333,
CIV,113,0.958333333,
CIV,117,0.958333333,
CIV,121,0.972222222,
CIV,126,0.972222222,
CIV,130,0.972222222,
CIV,134,0.986111111,
CIV,139,0.986111111,
CIV,143,0.986111111,
CIV,147,1,
CIV,152,1,
CMR,,,0.906667
CMR,0,0,
CMR,1,0,
CMR,2,0,
CMR,3,0.001866667,
CMR,4,0.001866667,
CMR,5,0.002133333,
CMR,6,0.002133333,
CMR,7,0.003333333,
CMR,8,0.003466667,
CMR,9,0.003466667,
CMR,10,0.003866667,
CMR,11,0.004,
CMR,12,0.004,
CMR,13,0.004,
CMR,14,0.004533333,
CMR,15,0.004533333,
CMR,16,0.008933333,
CMR,17,0.009466667,
CMR,18,0.012933333,
CMR,19,0.017333333,
CMR,20,0.018666667,
CMR,21,0.021333333,
CMR,22,0.022666667,
CMR,23,0.024,
CMR,24,0.026666667,
CMR,25,0.032,
CMR,26,0.033333333,
CMR,27,0.037333333,
CMR,28,0.041333333,
CMR,29,0.046666667,
CMR,30,0.050666667,
CMR,31,0.056,
CMR,32,0.061333333,
CMR,33,0.065333333,
CMR,34,0.073333333,
CMR,35,0.088,
CMR,36,0.110666667,
CMR,37,0.146666667,
CMR,38,0.186666667,
CMR,39,0.24,
CMR,40,0.386666667,
CMR,41,0.52,
CMR,42,0.626666667,
CMR,43,0.693333333,
CMR,44,0.733333333,
CMR,45,0.76,
CMR,46,0.8,
CMR,47,0.826666667,
CMR,48,0.84,
CMR,49,0.866666667,
CMR,50,0.88,
CMR,51,0.893333333,
CMR,52,0.906666667,
CMR,56,0.92,
CMR,61,0.933333333,
CMR,65,0.946666667,
CMR,69,0.946666667,
CMR,74,0.946666667,
CMR,78,0.96,
CMR,82,0.96,
CMR,87,0.96,
CMR,91,0.973333333,
CMR,95,0.973333333,
CMR,100,0.986666667,
CMR,104,0.986666667,
CMR,108,0.986666667,
CMR,113,0.986666667,
CMR,117,0.986666667,
CMR,121,1,
CMR,126,1,
CMR,130,1,
CMR,134,1,
CMR,139,1,
CMR,143,1,
CMR,147,1,
CMR,152,1,
COD,,,0.808824
COD,0,0,
COD,1,0,
COD,2,0,
COD,3,0.003382353,
COD,4,0.054411765,
COD,5,0.069117647,
COD,6,0.069117647,
COD,7,0.069117647,
COD,8,0.069117647,
COD,9,0.069117647,
COD,10,0.069117647,
COD,11,0.070588235,
COD,12,0.070588235,
COD,13,0.070588235,
COD,14,0.072058824,
COD,15,0.072058824,
COD,16,0.072058824,
COD,17,0.072058824,
COD,18,0.072058824,
COD,19,0.072058824,
COD,20,0.072058824,
COD,21,0.072058824,
COD,22,0.073529412,
COD,23,0.076470588,
COD,24,0.076470588,
COD,25,0.077941176,
COD,26,0.079411765,
COD,27,0.083823529,
COD,28,0.083823529,
COD,29,0.105882353,
COD,30,0.105882353,
COD,31,0.108823529,
COD,32,0.111764706,
COD,33,0.122058824,
COD,34,0.136764706,
COD,35,0.147058824,
COD,36,0.147058824,
COD,37,0.205882353,
COD,38,0.235294118,
COD,39,0.294117647,
COD,40,0.352941176,
COD,41,0.455882353,
COD,42,0.529411765,
COD,43,0.573529412,
COD,44,0.617647059,
COD,45,0.661764706,
COD,46,0.691176471,
COD,47,0.735294118,
COD,48,0.764705882,
COD,49,0.779411765,
COD,50,0.794117647,
COD,51,0.808823529,
COD,52,0.808823529,
COD,56,0.838235294,
COD,61,0.852941176,
COD,65,0.867647059,
COD,69,0.897058824,
COD,74,0.897058824,
COD,78,0.911764706,
COD,82,0.926470588,
COD,87,0.941176471,
COD,91,0.941176471,
COD,95,0.970588235,
COD,100,0.985294118,
COD,104,0.985294118,
COD,108,0.985294118,
COD,113,1,
COD,117,1,
COD,121,1,
COD,126,1,
COD,130,1,
COD,134,1,
COD,139,1,
COD,143,1,
COD,147,1,
COD,152,1,
COG,,,0.909091
COG,0,0,
COG,1,0,
COG,2,0,
COG,3,0.000220779,
COG,4,0.000220779,
COG,5,0.000220779,
COG,6,0.000220779,
COG,7,0.003116883,
COG,8,0.003116883,
COG,9,0.003116883,
COG,10,0.003116883,
COG,11,0.003116883,
COG,12,0.003116883,
COG,13,0.003116883,
COG,14,0.003246753,
COG,15,0.003376623,
COG,16,0.003376623,
COG,17,0.003766234,
COG,18,0.003766234,
COG,19,0.003896104,
COG,20,0.003896104,
COG,21,0.004415584,
COG,22,0.004805195,
COG,23,0.005454545,
COG,24,0.005454545,
COG,25,0.005454545,
COG,26,0.005454545,
COG,27,0.005844156,
COG,28,0.00974026,
COG,29,0.014285714,
COG,30,0.014285714,
COG,31,0.018181818,
COG,32,0.024675325,
COG,33,0.025974026,
COG,34,0.028571429,
COG,35,0.044155844,
COG,36,0.05974026,
COG,37,0.083116883,
COG,38,0.105194805,
COG,39,0.142857143,
COG,40,0.350649351,
COG,41,0.480519481,
COG,42,0.584415584,
COG,43,0.688311688,
COG,44,0.74025974,
COG,45,0.779220779,
COG,46,0.805194805,
COG,47,0.818181818,
COG,48,0.844155844,
COG,49,0.87012987,
COG,50,0.883116883,
COG,51,0.896103896,
COG,52,0.909090909,
COG,56,0.935064935,
COG,61,0.948051948,
COG,65,0.961038961,
COG,69,0.974025974,
COG,74,0.987012987,
COG,78,0.987012987,
COG,82,0.987012987,
COG,87,0.987012987,
COG,91,1,
COG,95,1,
COG,100,1,
COG,104,1,
COG,108,1,
COG,113,1,
COG,117,1,
COG,121,1,
COG,126,1,
COG,130,1,
COG,134,1,
COG,139,1,
COG,143,1,
COG,147,1,
COG,152,1,
COM,,,0.801205
COM,0,0,
COM,1,0.00077657,
COM,2,0.000873302,
COM,3,0.002113963,
COM,4,0.002481994,
COM,5,0.003092525,
COM,6,0.004091274,
COM,7,0.004427161,
COM,8,0.005019634,
COM,9,0.007404293,
COM,10,0.007848964,
COM,11,0.008198898,
COM,12,0.009610844,
COM,13,0.010840226,
COM,14,0.012183568,
COM,15,0.013043606,
COM,16,0.014245995,
COM,17,0.015607669,
COM,18,0.017666779,
COM,19,0.018726042,
COM,20,0.020486797,
COM,21,0.022194273,
COM,22,0.024833693,
COM,23,0.027201987,
COM,24,0.030052325,
COM,25,0.031723388,
COM,26,0.033964937,
COM,27,0.037785549,
COM,28,0.040709565,
COM,29,0.044252566,
COM,30,0.046601747,
COM,31,0.050244463,
COM,32,0.056022619,
COM,33,0.061647401,
COM,34,0.068944502,
COM,35,0.077436649,
COM,36,0.089921357,
COM,37,0.110906824,
COM,38,0.138738265,
COM,39,0.183651337,
COM,40,0.322231503,
COM,41,0.422836154,
COM,42,0.507258646,
COM,43,0.573852454,
COM,44,0.620109187,
COM,45,0.660163191,
COM,46,0.692767589,
COM,47,0.717151649,
COM,48,0.7370201,
COM,49,0.759127582,
COM,50,0.771458329,
COM,51,0.78555202,
COM,52,0.801205063,
COM,56,0.837653395,
COM,61,0.862710724,
COM,65,0.878924298,
COM,69,0.894690882,
COM,74,0.904350512,
COM,78,0.916835999,
COM,82,0.925756702,
COM,87,0.931647364,
COM,91,0.941581117,
COM,95,0.952146313,
COM,100,0.958269835,
COM,104,0.962119017,
COM,108,0.96690463,
COM,113,0.971436156,
COM,117,0.972204205,
COM,121,0.975816124,
COM,126,0.980236202,
COM,130,0.983749533,
COM,134,0.985388662,
COM,139,0.98692476,
COM,143,0.990803826,
COM,147,0.997006176,
COM,152,1,
CPV,,,0.801205
CPV,0,0,
CPV,1,0.00077657,
CPV,2,0.000873302,
CPV,3,0.002113963,
CPV,4,0.002481994,
CPV,5,0.003092525,
CPV,6,0.004091274,
CPV,7,0.004427161,
CPV,8,0.005019634,
CPV,9,0.007404293,
CPV,10,0.007848964,
CPV,11,0.008198898,
CPV,12,0.009610844,
CPV,13,0.010840226,
CPV,14,0.012183568,
CPV,15,0.013043606,
CPV,16,0.014245995,
CPV,17,0.015607669,
CPV,18,0.017666779,
CPV,19,0.018726042,
CPV,20,0.020486797,
CPV,21,0.022194273,
CPV,22,0.024833693,
CPV,23,0.027201987,
CPV,24,0.030052325,
CPV,25,0.031723388,
CPV,26,0.033964937,
CPV,27,0.037785549,
CPV,28,0.040709565,
CPV,29,0.044252566,
CPV,30,0.046601747,
CPV,31,0.050244463,
CPV,32,0.056022619,
CPV,33,0.061647401,
CPV,34,0.068944502,
CPV,35,0.077436649,
CPV,36,0.089921357,
CPV,37,0.110906824,
CPV,38,0.138738265,
CPV,39,0.183651337,
CPV,40,0.322231503,
CPV,41,0.422836154,
CPV,42,0.507258646,
CPV,43,0.573852454,
CPV,44,0.620109187,
CPV,45,0.660163191,
CPV,46,0.692767589,
CPV,47,0.717151649,
CPV,48,0.7370201,
CPV,49,0.759127582,
CPV,50,0.771458329,
CPV,51,0.78555202,
CPV,52,0.801205063,
CPV,56,0.837653395,
CPV,61,0.862710724,
CPV,65,0.878924298,
CPV,69,0.894690882,
CPV,74,0.904350512,
CPV,78,0.916835999,
CPV,82,0.925756702,
CPV,87,0.931647364,
CPV,91,0.941581117,
CPV,95,0.952146313,
CPV,100,0.958269835,
CPV,104,0.962119017,
CPV,108,0.96690463,
CPV,113,0.971436156,
CPV,117,0.972204205,
CPV,121,0.975816124,
CPV,126,0.980236202,
CPV,130,0.983749533,
CPV,134,0.985388662,
CPV,139,0.98692476,
CPV,143,0.990803826,
CPV,147,0.997006176,
CPV,152,1,
CUB,,,0.963867
CUB,0,0,
CUB,1,0.015168096,
CUB,2,0.017201062,
CUB,3,0.017899196,
CUB,4,0.018118091,
CUB,5,0.021878154,
CUB,6,0.022161263,
CUB,7,0.023485772,
CUB,8,0.025021719,
CUB,9,0.026182778,
CUB,10,0.026923206,
CUB,11,0.027317518,
CUB,12,0.028532115,
CUB,13,0.028743054,
CUB,14,0.029826478,
CUB,15,0.029826478,
CUB,16,0.030574527,
CUB,17,0.030868645,
CUB,18,0.031322646,
CUB,19,0.041472738,
CUB,20,0.041915748,
CUB,21,0.042516948,
CUB,22,0.043216,
CUB,23,0.043634935,
CUB,24,0.0436732,
CUB,25,0.043803408,
CUB,26,0.045192297,
CUB,27,0.046772864,
CUB,28,0.047638366,
CUB,29,0.047788969,
CUB,30,0.048066236,
CUB,31,0.04903174,
CUB,32,0.049737533,
CUB,33,0.049882882,
CUB,34,0.050608604,
CUB,35,0.051325337,
CUB,36,0.051599947,
CUB,37,0.052485844,
CUB,38,0.053074079,
CUB,39,0.053626071,
CUB,40,0.058483416,
CUB,41,0.059927458,
CUB,42,0.060515693,
CUB,43,0.062094324,
CUB,44,0.063968138,
CUB,45,0.064825091,
CUB,46,0.066764262,
CUB,47,0.066909611,
CUB,48,0.069475627,
CUB,49,0.070147552,
CUB,50,0.073685393,
CUB,51,0.078889132,
CUB,52,0.133565222,
CUB,56,0.668312601,
CUB,61,0.795728811,
CUB,65,0.851583444,
CUB,69,0.883729425,
CUB,74,0.900587614,
CUB,78,0.917418831,
CUB,82,0.932811822,
CUB,87,0.941291259,
CUB,91,0.94691404,
CUB,95,0.956726253,
CUB,100,0.960907986,
CUB,104,0.963867499,
CUB,108,0.972297222,
CUB,113,0.977788736,
CUB,117,0.983543126,
CUB,121,0.984916752,
CUB,126,0.988907008,
CUB,130,0.993237073,
CUB,134,0.994539156,
CUB,139,0.994539156,
CUB,143,0.997227328,
CUB,147,1,
CUB,152,1,
DJI,,,0.746988
DJI,0,0,
DJI,1,0.000228916,
DJI,2,0.000228916,
DJI,3,0.000228916,
DJI,4,0.000228916,
DJI,5,0.001927711,
DJI,6,0.001927711,
DJI,7,0.001927711,
DJI,8,0.001927711,
DJI,9,0.001927711,
DJI,10,0.001927711,
DJI,11,0.001927711,
DJI,12,0.001927711,
DJI,13,0.001927711,
DJI,14,0.001927711,
DJI,15,0.001927711,
DJI,16,0.00313253,
DJI,17,0.004698795,
DJI,18,0.028915663,
DJI,19,0.028915663,
DJI,20,0.028915663,
DJI,21,0.028915663,
DJI,22,0.046987952,
DJI,23,0.048192771,
DJI,24,0.057831325,
DJI,25,0.057831325,
DJI,26,0.057831325,
DJI,27,0.065060241,
DJI,28,0.06746988,
DJI,29,0.068674699,
DJI,30,0.078313253,
DJI,31,0.084337349,
DJI,32,0.084337349,
DJI,33,0.086746988,
DJI,34,0.089156627,
DJI,35,0.13253012,
DJI,36,0.144578313,
DJI,37,0.156626506,
DJI,38,0.192771084,
DJI,39,0.240963855,
DJI,40,0.409638554,
DJI,41,0.469879518,
DJI,42,0.554216867,
DJI,43,0.578313253,
DJI,44,0.602409639,
DJI,45,0.614457831,
DJI,46,0.674698795,
DJI,47,0.674698795,
DJI,48,0.686746988,
DJI,49,0.698795181,
DJI,50,0.710843373,
DJI,51,0.722891566,
DJI,52,0.746987952,
DJI,56,0.771084337,
DJI,61,0.807228916,
DJI,65,0.819277108,
DJI,69,0.86746988,
DJI,74,0.891566265,
DJI,78,0.891566265,
DJI,82,0.903614458,
DJI,87,0.915662651,
DJI,91,0.915662651,
DJI,95,0.927710843,
DJI,100,0.927710843,
DJI,104,0.927710843,
DJI,108,0.927710843,
DJI,113,0.927710843,
DJI,117,0.927710843,
DJI,121,0.939759036,
DJI,126,0.951807229,
DJI,130,0.951807229,
DJI,134,0.951807229,
DJI,139,0.951807229,
DJI,143,0.975903614,
DJI,147,0.975903614,
DJI,152,1,
EGY,,,1
EGY,0,0,
EGY,1,0,
EGY,2,0,
EGY,3,0,
EGY,4,0,
EGY,5,0,
EGY,6,0,
EGY,7,0.00011,
EGY,8,0.00011,
EGY,9,0.00039,
EGY,10,0.00092,
EGY,11,0.0011,
EGY,12,0.0011,
EGY,13,0.0011,
EGY,14,0.0015,
EGY,15,0.0015,
EGY,16,0.0015,
EGY,17,0.0015,
EGY,18,0.0015,
EGY,19,0.0015,
EGY,20,0.0015,
EGY,21,0.0015,
EGY,22,0.0019,
EGY,23,0.0019,
EGY,24,0.0027,
EGY,25,0.003,
EGY,26,0.0035,
EGY,27,0.0048,
EGY,28,0.0059,
EGY,29,0.0068,
EGY,30,0.0071,
EGY,31,0.0093,
EGY,32,0.0098,
EGY,33,0.011,
EGY,34,0.014,
EGY,35,0.02,
EGY,36,0.039,
EGY,37,0.055,
EGY,38,0.094,
EGY,39,0.24,
EGY,40,0.58,
EGY,41,0.77,
EGY,42,0.84,
EGY,43,0.88,
EGY,44,0.91,
EGY,45,0.92,
EGY,46,0.93,
EGY,47,0.95,
EGY,48,0.95,
EGY,49,0.96,
EGY,50,0.96,
EGY,51,0.96,
EGY,52,0.96,
EGY,56,0.97,
EGY,61,0.97,
EGY,65,0.97,
EGY,69,0.97,
EGY,74,0.98,
EGY,78,0.98,
EGY,82,0.98,
EGY,87,0.99,
EGY,91,0.99,
EGY,95,0.99,
EGY,100,1,
EGY,104,1,
EGY,108,1,
EGY,113,1,
EGY,117,1,
EGY,121,1,
EGY,126,1,
EGY,130,1,
EGY,134,1,
EGY,139,1,
EGY,143,1,
EGY,147,1,
EGY,152,1,
ERI,,,0.832974
ERI,0,0,
ERI,1,0.000657202,
ERI,2,0.000921869,
ERI,3,0.001352732,
ERI,4,0.004653882,
ERI,5,0.005844909,
ERI,6,0.006236553,
ERI,7,0.006712602,
ERI,8,0.006878634,
ERI,9,0.00731701,
ERI,10,0.007811924,
ERI,11,0.00918955,
ERI,12,0.009424921,
ERI,13,0.009769166,
ERI,14,0.010266928,
ERI,15,0.012047372,
ERI,16,0.012822987,
ERI,17,0.013534152,
ERI,18,0.014992523,
ERI,19,0.016060146,
ERI,20,0.017556405,
ERI,21,0.018421528,
ERI,22,0.020708077,
ERI,23,0.022061922,
ERI,24,0.022778259,
ERI,25,0.024731287,
ERI,26,0.027660306,
ERI,27,0.031257663,
ERI,28,0.03437778,
ERI,29,0.037749138,
ERI,30,0.040353847,
ERI,31,0.044348793,
ERI,32,0.047712422,
ERI,33,0.051441135,
ERI,34,0.057215425,
ERI,35,0.065549228,
ERI,36,0.079627228,
ERI,37,0.098174193,
ERI,38,0.125476292,
ERI,39,0.16750659,
ERI,40,0.328871331,
ERI,41,0.441766369,
ERI,42,0.53021006,
ERI,43,0.597613656,
ERI,44,0.649939071,
ERI,45,0.689908577,
ERI,46,0.72169889,
ERI,47,0.748344058,
ERI,48,0.773288561,
ERI,49,0.791037205,
ERI,50,0.804772721,
ERI,51,0.819164525,
ERI,52,0.832973603,
ERI,56,0.866514293,
ERI,61,0.88718595,
ERI,65,0.90342683,
ERI,69,0.918121788,
ERI,74,0.925921829,
ERI,78,0.937082724,
ERI,82,0.948547249,
ERI,87,0.953368305,
ERI,91,0.961643525,
ERI,95,0.972537708,
ERI,100,0.97804293,
ERI,104,0.981646599,
ERI,108,0.983865941,
ERI,113,0.986075575,
ERI,117,0.988075862,
ERI,121,0.991538248,
ERI,126,0.992804588,
ERI,130,0.994177217,
ERI,134,0.99499421,
ERI,139,0.995662659,
ERI,143,0.998506874,
ERI,147,0.999323867,
ERI,152,1,
ETH,,,0.844828
ETH,0,0,
ETH,1,0.001724138,
ETH,2,0.001724138,
ETH,3,0.002241379,
ETH,4,0.002931034,
ETH,5,0.002931034,
ETH,6,0.003965517,
ETH,7,0.003965517,
ETH,8,0.004310345,
ETH,9,0.008275862,
ETH,10,0.008448276,
ETH,11,0.009137931,
ETH,12,0.010862069,
ETH,13,0.010862069,
ETH,14,0.010862069,
ETH,15,0.012931034,
ETH,16,0.015862069,
ETH,17,0.016724138,
ETH,18,0.017241379,
ETH,19,0.017241379,
ETH,20,0.018965517,
ETH,21,0.018965517,
ETH,22,0.024137931,
ETH,23,0.024137931,
ETH,24,0.024137931,
ETH,25,0.034482759,
ETH,26,0.04137931,
ETH,27,0.043103448,
ETH,28,0.048275862,
ETH,29,0.055172414,
ETH,30,0.05862069,
ETH,31,0.065517241,
ETH,32,0.070689655,
ETH,33,0.077586207,
ETH,34,0.089655172,
ETH,35,0.106896552,
ETH,36,0.136206897,
ETH,37,0.153448276,
ETH,38,0.189655172,
ETH,39,0.275862069,
ETH,40,0.431034483,
ETH,41,0.5,
ETH,42,0.568965517,
ETH,43,0.620689655,
ETH,44,0.672413793,
ETH,45,0.724137931,
ETH,46,0.74137931,
ETH,47,0.775862069,
ETH,48,0.793103448,
ETH,49,0.810344828,
ETH,50,0.810344828,
ETH,51,0.827586207,
ETH,52,0.844827586,
ETH,56,0.862068966,
ETH,61,0.879310345,
ETH,65,0.879310345,
ETH,69,0.896551724,
ETH,74,0.913793103,
ETH,78,0.931034483,
ETH,82,0.931034483,
ETH,87,0.931034483,
ETH,91,0.948275862,
ETH,95,0.965517241,
ETH,100,0.982758621,
ETH,104,0.982758621,
ETH,108,0.982758621,
ETH,113,0.982758621,
ETH,117,0.982758621,
ETH,121,1,
ETH,126,1,
ETH,130,1,
ETH,134,1,
ETH,139,1,
ETH,143,1,
ETH,147,1,
ETH,152,1,
FJI,,,0.972872
FJI,0,0,
FJI,1,0.006568003,
FJI,2,0.007056892,
FJI,3,0.010785706,
FJI,4,0.011552561,
FJI,5,0.012450931,
FJI,6,0.012450931,
FJI,7,0.01368239,
FJI,8,0.014615571,
FJI,9,0.015774407,
FJI,10,0.017305542,
FJI,11,0.017959894,
FJI,12,0.018316594,
FJI,13,0.018617908,
FJI,14,0.018847793,
FJI,15,0.019200907,
FJI,16,0.019430792,
FJI,17,0.01976327,
FJI,18,0.027785312,
FJI,19,0.028723866,
FJI,20,0.032723866,
FJI,21,0.03316831,
FJI,22,0.035055704,
FJI,23,0.035730034,
FJI,24,0.037063367,
FJI,25,0.037732813,
FJI,26,0.041163552,
FJI,27,0.042583093,
FJI,28,0.043739718,
FJI,29,0.045898448,
FJI,30,0.047790452,
FJI,31,0.052599529,
FJI,32,0.056904147,
FJI,33,0.060248057,
FJI,34,0.067375588,
FJI,35,0.102441251,
FJI,36,0.14713754,
FJI,37,0.179473886,
FJI,38,0.20562825,
FJI,39,0.238385484,
FJI,40,0.369548172,
FJI,41,0.4389918,
FJI,42,0.497113378,
FJI,43,0.548963562,
FJI,44,0.590882718,
FJI,45,0.616766759,
FJI,46,0.64283395,
FJI,47,0.657444782,
FJI,48,0.666520189,
FJI,49,0.678933219,
FJI,50,0.694736079,
FJI,51,0.715035592,
FJI,52,0.72754967,
FJI,56,0.798623908,
FJI,61,0.830349623,
FJI,65,0.864491079,
FJI,69,0.885946255,
FJI,74,0.901614804,
FJI,78,0.906059249,
FJI,82,0.918573327,
FJI,87,0.929797432,
FJI,91,0.946808163,
FJI,95,0.958078004,
FJI,100,0.964903401,
FJI,104,0.972871986,
FJI,108,0.981996234,
FJI,113,0.981996234,
FJI,117,0.988775895,
FJI,121,0.993220339,
FJI,126,0.996610169,
FJI,130,1,
FJI,134,1,
FJI,139,1,
FJI,143,1,
FJI,147,1,
FJI,152,1,
FSM,,,0.972872
FSM,0,0,
FSM,1,0.006568003,
FSM,2,0.007056892,
FSM,3,0.010785706,
FSM,4,0.011552561,
FSM,5,0.012450931,
FSM,6,0.012450931,
FSM,7,0.01368239,
FSM,8,0.014615571,
FSM,9,0.015774407,
FSM,10,0.017305542,
FSM,11,0.017959894,
FSM,12,0.018316594,
FSM,13,0.018617908,
FSM,14,0.018847793,
FSM,15,0.019200907,
FSM,16,0.019430792,
FSM,17,0.01976327,
FSM,18,0.027785312,
FSM,19,0.028723866,
FSM,20,0.032723866,
FSM,21,0.03316831,
FSM,22,0.035055704,
FSM,23,0.035730034,
FSM,24,0.037063367,
FSM,25,0.037732813,
FSM,26,0.041163552,
FSM,27,0.042583093,
FSM,28,0.043739718,
FSM,29,0.045898448,
FSM,30,0.047790452,
FSM,31,0.052599529,
FSM,32,0.056904147,
FSM,33,0.060248057,
FSM,34,0.067375588,
FSM,35,0.102441251,
FSM,36,0.14713754,
FSM,37,0.179473886,
FSM,38,0.20562825,
FSM,39,0.238385484,
FSM,40,0.369548172,
FSM,41,0.4389918,
FSM,42,0.497113378,
FSM,43,0.548963562,
FSM,44,0.590882718,
FSM,45,0.616766759,
FSM,46,0.64283395,
FSM,47,0.657444782,
FSM,48,0.666520189,
FSM,49,0.678933219,
FSM,50,0.694736079,
FSM,51,0.715035592,
FSM,52,0.72754967,
FSM,56,0.798623908,
FSM,61,0.830349623,
FSM,65,0.864491079,
FSM,69,0.885946255,
FSM,74,0.901614804,
FSM,78,0.906059249,
FSM,82,0.918573327,
FSM,87,0.929797432,
FSM,91,0.946808163,
FSM,95,0.958078004,
FSM,100,0.964903401,
FSM,104,0.972871986,
FSM,108,0.981996234,
FSM,113,0.981996234,
FSM,117,0.988775895,
FSM,121,0.993220339,
FSM,126,0.996610169,
FSM,130,1,
FSM,134,1,
FSM,139,1,
FSM,143,1,
FSM,147,1,
FSM,152,1,
GEO,,,0.901408
GEO,0,0,
GEO,1,0,
GEO,2,0,
GEO,3,0,
GEO,4,0,
GEO,5,0.006338028,
GEO,6,0.006338028,
GEO,7,0.006338028,
GEO,8,0.006338028,
GEO,9,0.006338028,
GEO,10,0.006338028,
GEO,11,0.006338028,
GEO,12,0.006338028,
GEO,13,0.006338028,
GEO,14,0.006338028,
GEO,15,0.006338028,
GEO,16,0.006338028,
GEO,17,0.006338028,
GEO,18,0.006338028,
GEO,19,0.006338028,
GEO,20,0.006338028,
GEO,21,0.006338028,
GEO,22,0.006338028,
GEO,23,0.006338028,
GEO,24,0.006338028,
GEO,25,0.006338028,
GEO,26,0.006338028,
GEO,27,0.006338028,
GEO,28,0.006338028,
GEO,29,0.006338028,
GEO,30,0.018309859,
GEO,31,0.018309859,
GEO,32,0.018309859,
GEO,33,0.018309859,
GEO,34,0.018309859,
GEO,35,0.018309859,
GEO,36,0.018309859,
GEO,37,0.018309859,
GEO,38,0.018309859,
GEO,39,0.028169014,
GEO,40,0.028169014,
GEO,41,0.028169014,
GEO,42,0.028169014,
GEO,43,0.028169014,
GEO,44,0.028169014,
GEO,45,0.028169014,
GEO,46,0.028169014,
GEO,47,0.028169014,
GEO,48,0.028169014,
GEO,49,0.042253521,
GEO,50,0.042253521,
GEO,51,0.042253521,
GEO,52,0.057746479,
GEO,56,0.422535211,
GEO,61,0.464788732,
GEO,65,0.563380282,
GEO,69,0.61971831,
GEO,74,0.676056338,
GEO,78,0.746478873,
GEO,82,0.746478873,
GEO,87,0.830985915,
GEO,91,0.887323944,
GEO,95,0.901408451,
GEO,100,0.901408451,
GEO,104,0.901408451,
GEO,108,0.901408451,
GEO,113,0.901408451,
GEO,117,0.901408451,
GEO,121,0.901408451,
GEO,126,0.901408451,
GEO,130,0.901408451,
GEO,134,0.901408451,
GEO,139,0.901408451,
GEO,143,0.901408451,
GEO,147,1,
GEO,152,1,
GHA,,,0.84375
GHA,0,0,
GHA,1,0,
GHA,2,0,
GHA,3,0.000895833,
GHA,4,0.000895833,
GHA,5,0.001875,
GHA,6,0.001875,
GHA,7,0.001875,
GHA,8,0.001875,
GHA,9,0.002395833,
GHA,10,0.002395833,
GHA,11,0.002916667,
GHA,12,0.002916667,
GHA,13,0.002916667,
GHA,14,0.002916667,
GHA,15,0.002916667,
GHA,16,0.002916667,
GHA,17,0.002916667,
GHA,18,0.004583333,
GHA,19,0.004583333,
GHA,20,0.004583333,
GHA,21,0.006354167,
GHA,22,0.008229167,
GHA,23,0.009791667,
GHA,24,0.010416667,
GHA,25,0.010416667,
GHA,26,0.010416667,
GHA,27,0.010416667,
GHA,28,0.010416667,
GHA,29,0.010416667,
GHA,30,0.011458333,
GHA,31,0.013541667,
GHA,32,0.016666667,
GHA,33,0.019791667,
